y_mm,z_mm,r,n_y,n_z,start_x_mm,start_y_mm,start_z_mm
-1.4810226475990371,-5.046308888628022,0.00014241582539,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.4627409625343202,-5.046309795732825,0.00014166031906,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.444276577402025,-5.046308627680063,1.9685712733e-15,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.4260528182507282,-5.04630980815892,0.00014145785826,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.4078342816182392,-5.046307906966658,0.00014201867452,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.389281277263196,-5.046308565549596,0.00013675761875,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.3710573670993078,-5.046310143663437,0.00010715243843,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.352649624273403,-5.046309534784868,0.00014149332128,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.334449171398808,-5.046309062593325,0.00014343377552,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.3158810154470322,-5.046307248383716,1.9687216216e-15,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.2974381370247177,-5.046309609341427,0.00014234188711,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.2790706138858192,-5.04631108804652,0.00014520375407,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.2606341786674315,-5.046309932419852,0.00014486648433,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.2424551821652863,-5.046311957873046,1.864771409e-15,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.2241573890907527,-5.046308739514903,0.00014145109162,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.206066747539319,-5.046308888628022,0.00014305909281,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
-1.1878098914616058,-5.046307397496834,0.0001419367909,28,26,4.592470728185956,-1.2500117767635532,-4.814955399225177
