y_mm,z_mm,r,n_y,n_z,start_x_mm,start_y_mm,start_z_mm
-1.6221150588500746,-5.041320619895966,0.00013365483028,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.5950938220475193,-5.041318681425422,6.7412111093e-05,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.5679166647437053,-5.041317960712017,6.2325168983e-05,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.5408486014532405,-5.041317538224846,0.0001056205947,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.5136874640685645,-5.041315674310861,0.00013795512496,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.4864093674313694,-5.041317264850794,0.00013918685727,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.4593239628615875,-5.041316581415666,0.00013780048175,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.432217529788369,-5.041314903893084,0.00013752405357,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.4049684024000764,-5.041318010416389,0.00013800755551,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.3774419152177784,-5.041317811598896,0.00013711064821,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.3500583362850582,-5.0413186689993275,0.00013760125148,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.3225781344622136,-5.04131543821509,0.00013814387785,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.2951183067549075,-5.041316568989575,0.00013817928266,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.2678302307022569,-5.041315065432296,0.00013754288375,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.2405516936116694,-5.041316730528787,0.00013495131861,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.213313992842838,-5.041315637032584,0.0001358451409,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1860660735552813,-5.041317351833448,0.00013599001977,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1589946250658794,-5.041316718102692,0.0001369270467,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1317278543730869,-5.0413169541984635,0.00013537917403,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1045920745194857,-5.0413164944330155,0.00013469065016,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.0774487943738131,-5.0413170411811175,0.00013642988051,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.050387488896843,-5.041312518083183,0.0001347623911,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.0232321151594277,-5.041314245310142,0.00013640287216,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9959892296249381,-5.041317165442049,0.00013668551401,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9689900658295826,-5.041312642344118,0.00013812615362,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.942037791444049,-5.041313238796592,0.00013771528029,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9152364163910881,-5.041312431100533,0.00013735090033,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.8881417245468984,-5.041317115737677,0.00013596977806,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.8613660090501987,-5.041314966023547,0.00013415864669,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.8898253010133899,-5.0126202339232995,0.00013190347818,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9177681173274977,-5.012617872965589,0.0001326155616,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9451645071617745,-5.012619314392404,0.000132627727,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9724732090176171,-5.012617189530461,0.00013260639389,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-0.9996136450928055,-5.012619128001005,0.00013190192112,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.026704007909357,-5.01262003510581,0.00013234018115,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.0537933765596783,-5.012617736278563,0.00013315590331,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.0808788188826062,-5.012618867053047,0.00013243146532,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1079037932468159,-5.0126179723743345,0.00013315222168,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
-1.1349539112075948,-5.012621128602013,0.00013541642693,29,17,4.592460723488712,-1.2499892381341946,-4.819962630175485
