y_mm,z_mm,r,n_y,n_z,start_x_mm,start_y_mm,start_z_mm
-1.0791903470912574,-2.4799776783783583,7.503714005e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0788817402750863,-2.4799708316009945,6.5157670178e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0785645131567885,-2.479974199072258,5.2152867283e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0782505202248365,-2.4799731552804274,4.4120843086e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0779351933483203,-2.4799744972984934,4.332016033e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0776251393281433,-2.479969029817477,6.6575739766e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0773121153936551,-2.4799707570444354,8.7895939942e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.077007132879693,-2.479972384862646,0.00011380840442,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0766991175295073,-2.479972906758561,0.00012547158985,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0763953808694289,-2.479971527462214,0.00013672999921,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0761015229497455,-2.4799695641394837,0.00014435304911,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0758166125261395,-2.479969899644004,0.00014670408564,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0755303807423524,-2.4799732049848,0.00014983468282,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0752502649685418,-2.47996992449619,0.00015083760081,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0749698975070794,-2.47996970082651,0.00015059848374,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.074690360614871,-2.479969800235255,0.00014986502356,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0744138817276525,-2.479971515036122,0.00014819249918,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0741365596867951,-2.4799718753928253,0.00014560356794,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0738521148853462,-2.4799683960867216,0.00014408478455,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0735809843607624,-2.4799678990429923,0.0001407002419,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0733181091912065,-2.479968346382349,0.00013322934683,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.073047922495322,-2.4799724718452993,0.00013380347809,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0727806553762158,-2.479974112089604,0.00013175440836,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.072506517184173,-2.4799720120798514,0.000126147017,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0722406217627787,-2.479972832202002,0.00012041884474,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.071966143792404,-2.4799710179923933,0.00011850283045,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0717098376706018,-2.479972210897342,0.00012353950297,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0714457669846935,-2.4799719002450114,0.00011193825048,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0711835587874208,-2.479974236350536,0.00011876949429,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.070909697451796,-2.479974112089604,0.00011105037265,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0706484456676058,-2.479970483670383,0.00011434250337,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0703850545383617,-2.4799718753928253,0.00011396890477,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.070127779419094,-2.4799721984712466,0.00011752272258,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0698649923402188,-2.4799714653317464,0.00011467218428,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0696079689086047,-2.4799704339660105,0.00011372000881,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0693650903231093,-2.479972335158273,0.00011472698679,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.069109237239083,-2.4799705333747557,0.00011388697749,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0688313111478567,-2.4799695889916697,0.00012040650472,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0685666489959647,-2.479972123914688,0.00011945969891,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.06830533428986,-2.4799745842811474,0.00012700495427,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0680498083997827,-2.479972919184656,0.00012841371063,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.067787524696214,-2.4799695765655785,0.00013307498011,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0675389705541352,-2.479972210897342,0.00013643239799,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0672576340952071,-2.4799721736190605,0.00014010563609,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0669922923866488,-2.47997197480157,0.00014229852241,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.066727353378337,-2.4799726458106033,0.000147587838,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0664624395387896,-2.479972099062502,0.00014989412739,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0661976263743045,-2.4799740375330455,0.00014890627062,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0659509095520947,-2.479972223323433,0.00015117716976,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.065689846533645,-2.47997382628946,0.0001491575822,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.065427751595816,-2.4799739256982054,0.00015043892199,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0651412555399924,-2.479972260601714,0.00014850359003,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.064873749317616,-2.479971191957697,0.00015014044766,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0646080804151086,-2.4799688061478005,0.0001492085139,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0643430533161178,-2.4799688931304504,0.0001481352665,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0640964120002052,-2.479972695514976,0.00015064854233,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0638364689918127,-2.479969452304647,0.00015008334594,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.063549595404509,-2.4799722481756192,0.00015079886361,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0791809088042565,-2.479692909600019,7.3509516369e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0788535260891456,-2.4796908592946387,6.5824780904e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.078526671918106,-2.479685665187671,4.8921181588e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0781990375153399,-2.4796858267268838,4.0865230403e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.077873441782567,-2.4796870196318324,5.0487818953e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.077545014563695,-2.479685317257063,7.3730596341e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0772249433749128,-2.479685640335485,9.2149370175e-05,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0769012227151586,-2.479686535014198,0.00011714876018,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0765847254910546,-2.4796887592848824,0.00013382534962,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0762626408010456,-2.479686224361868,0.00013957472402,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0759559719798055,-2.479687119040577,0.00014670388191,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0756627936167866,-2.479686945075273,0.00014912303595,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.075364594085082,-2.479684472282723,0.00014819543867,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0750725734852677,-2.479685466370181,0.00014848358114,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0747710642609216,-2.4796847332306804,0.0001497133926,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
-1.0744805160338797,-2.4796862740662404,0.00014597389963,58,35,4.592459153131169,-1.0719892361346004,-2.4760064978025103
