y_mm,z_mm,r
-1.732384201853709,-3.9573805419255947,0.00014822361118
-1.7268373457519255,-3.9573828904572137,0.00015031779185
-1.721215285379319,-3.957385027745248,0.00014741325867
-1.7157645613767365,-3.957382480396135,0.00014752318384
-1.7104607600418078,-3.9573852514149244,0.00014782077051
-1.7051641192206146,-3.957383051996423,0.00014966382878
-1.6998946858347506,-3.9573848910582217,1.9687290332e-15
-1.694678283037451,-3.9573855620672544,0.00014698477753
-1.6893622245138014,-3.9573810016910427,0.00014869881852
-1.6840357335369192,-3.957386742546112,0.00014871393796
-1.6788648232829648,-3.9573852514149244,0.00014568502957
-1.6736907543489603,-3.957385238988833,0.00014492377522
-1.6684900191080814,-3.9573834620575017,0.00014658612781
-1.6633808226667306,-3.957382554952697,0.00014731560077
-1.658193401702715,-3.9573845182754237,0.00014657352585
-1.6527959977294984,-3.9573848165016625,0.00014815467875
-1.6476107664480673,-3.9573850525974343,0.00014672626276
-1.6424789432866789,-3.9573829277354915,0.00014826381812
-1.6372829020205366,-3.9573869537896966,0.00014697396546
-1.632126488975415,-3.9573871277550006,0.00014712748816
-1.6269815906404355,-3.9573852762671105,0.00014586851466
-1.6216878693960224,-3.9573858478673984,0.00014621284208
-1.6164445863573427,-3.9573837478576457,1.9685983783e-15
-1.6113013743296392,-3.9573854253802283,0.00014120819105
-1.60613501962221,-3.9573834993357795,0.00014485896099
-1.60095134880423,-3.9573837105793643,0.00014575909881
-1.595790871003507,-3.9573874881117037,0.00014760803606
-1.590501667552471,-3.957386581006899,0.00014743594511
-1.585102615025126,-3.957385127153993,0.0001468211849
-1.5799085117539131,-3.957383474483593,0.00014772421855
-1.5747051212082908,-3.957381635421798,0.00014771416318
-1.5694621779479434,-3.9573832508139164,0.00014714253484
-1.5642933441171285,-3.957385984554425,0.00014470824681
-1.5590660432444388,-3.9573850525974343,0.00014459638624
-1.5536942233211857,-3.957382965013773,0.00014498918608
-1.5484811805540586,-3.957382194595991,0.00014529196778
-1.5433021911264304,-3.957382878031119,0.00014544453006
-1.5380616011456423,-3.9573854502324144,0.00014548261242
-1.5328679509122052,-3.957383051996423,0.00010387147631
-1.527695354350973,-3.9573820579089682,5.2421516017e-09
-1.5223251955662331,-3.9573804300907547,0.00014960957924
-1.5170595123264046,-3.9573852265627383,0.00014790271234
-1.5118603249645937,-3.957383387500943,0.00014832503803
-1.5066370385099745,-3.9573832259617303,0.00014855741756
-1.5014272676823395,-3.957384729519009,0.00014662070316
-1.4962327742952652,-3.957382107613341,0.00014553795336
-1.490896668850026,-3.9573850650235256,0.00014468755398
-1.4855766965833663,-3.9573857608847485,0.00014457464567
-1.4803668628338187,-3.9573848910582217,0.00014551353524
-1.4751391970140304,-3.9573836111706195,0.00014757709869
-1.4699067868819762,-3.9573828904572137,0.00014530055341
-1.464702087560556,-3.957382393413485,0.00014956649102
-1.4593614391531733,-3.9573849656147804,0.00014906510478
-1.4539498399963082,-3.9573805916299674,0.00014496332733
-1.4487324430327766,-3.957380119438424,0.00014474597992
-1.4435081498275442,-3.957382530100511,0.00014772090071
-1.4382577314438916,-3.9573822194481774,0.00014639526489
-1.4330496343391512,-3.9573849656147804,0.00014545247541
-1.427753006102343,-3.957382840752841,0.00014801649377
-1.4223412307641186,-3.9573829401615863,0.00015025079483
-1.4171155784455571,-3.9573823685612983,0.00015031536168
-1.4118732014824307,-3.957381125951974,0.00014861881209
-1.4065873077240363,-3.957383375074848,0.0001508318237
-1.4013825328963205,-3.9573830271442367,0.00015040584549
-1.3960427402269597,-3.957383375074848,0.00015031675866
-1.3904845204276273,-3.9573809395605783,0.00014961161651
-1.38525487885976,-3.957382716491906,0.00014731992269
-1.3800282952968808,-3.957383188683449,0.00014685218048
-1.374763946001615,-3.957383698153273,0.00014849839499
-1.3695755812089,-3.957384331884025,0.00014703070337
-1.364325792044381,-3.957382480396135,0.00014642969472
-1.3589484098239895,-3.957385984554425,0.00014959102555
-1.3537462147947215,-3.9573829277354915,0.0001501000952
-1.3485509411759207,-3.957380678612621,0.00014938530512
-1.3433116851396947,-3.957383138979077,0.00014814338647
-1.3381431407496809,-3.957382194595991,0.00014698794985
-1.3329330427280985,-3.9573822070220857,0.00015128286032
-1.3275124205688587,-3.9573801939949833,0.00014660034503
-1.3222843268800595,-3.957380069734052,0.00014704083151
-1.3170984412107303,-3.9573797466556266,0.00014680312597
-1.311862771723564,-3.9573796223946953,0.00014743754582
-1.3066733372583215,-3.9573817596827294,0.00014637205459
-1.3014625093425436,-3.95737867801161,0.00014472617477
-1.296067924271045,-3.9573795478381366,0.00014423651737
-1.2908246664011316,-3.957379696951254,0.00014375058527
-1.2856289523289366,-3.957381846665383,0.00014349371486
-1.280382762297862,-3.9573797342295354,0.0001432968711
-1.27518366302673,-3.957381946074128,0.00014312633721
-1.2699771515542069,-3.9573805046473134,0.00014523141726
-1.2645769790168033,-3.9573778703155504,0.00014635974367
-1.2593209228297149,-3.957378951385662,0.00014808423293
-1.2541298649791088,-3.957377659071965,0.00014907233708
-1.248900487683278,-3.9573792993162735,0.00014671907411
-1.2437183269912166,-3.9573778578894587,0.00014713445853
-1.2385323154780608,-3.957375857288451,0.00014335666492
-1.2446131143520698,-3.963956480162366,0.00014810048742
-1.2501040202885105,-3.9639558215794275,0.00014906050637
-1.2554228222075807,-3.9639533736390633,0.00014660376473
-1.2606491414984249,-3.963954193761214,0.00014834088506
-1.2659306055541193,-3.9639501801331036,0.00014690218086
-1.2712357534179954,-3.9639560949534767,0.00014554763038
-1.2763585787457752,-3.963950950550885,0.00014493163326
-1.281493296315177,-3.9639538582566978,0.00014575269597
-1.2866405730984805,-3.96395359730874,0.00014573249791
-1.291740079565177,-3.9639506150463655,0.00015010345669
-1.2969140226553548,-3.96395339849125,0.00015092662943
-1.3021928439906887,-3.9639555109270974,0.00014969124459
-1.3072717120698099,-3.963948949949874,0.0001500833605
-1.3123481891162223,-3.9639557967272414,0.00015063790488
-1.3174763879754015,-3.9639536718652986,0.0001499864884
-1.3225550043668692,-3.963952155881925,0.00014970038319
-1.3276914837498446,-3.9639543180221457,0.00014927581651
-1.333002030313885,-3.9639517333947585,0.00014856021153
-1.3380991835010223,-3.9639502919679437,0.00015003365115
-1.343143822059285,-3.963951000255258,0.00014679896412
-1.3482353122742219,-3.963951099664003,0.00014855843619
-1.3532810960113077,-3.9639536097348347,0.00014919515525
-1.3583187124840412,-3.963951522151173,0.00014681911853
-1.36351464049074,-3.96395502630946,0.0001475016179
-1.3685981018695341,-3.9639533860651546,0.00014621691662
-1.3735988712698168,-3.9639542186134005,0.00014847077546
-1.3786261182112316,-3.9639556973184926,0.00014785461826
-1.3836351555509274,-3.9639527896126805,0.00014873202599
-1.3886340121250438,-3.963953323934687,0.00014890381135
-1.3938312489075404,-3.9639522180123925,0.00014863698743
-1.399063545780151,-3.9639506398985516,0.00014634475519
-1.4040251903347165,-3.9639490369325276,0.00014756868768
-1.4089926866272233,-3.9639527647604944,0.00014997410472
-1.4140055747880151,-3.9639492978804856,0.0001502596424
-1.4189648660630234,-3.9639508884204178,0.00014963108697
-1.423990980409998,-3.9639535724565538,0.00014823586389
-1.429153157102382,-3.9639500807243584,0.00014877968351
-1.4341665108853312,-3.9639506398985516,0.00014782896324
-1.4391370022609138,-3.963952739908308,0.00014753584401
-1.4441740901895757,-3.9639523919776964,0.00014731142437
-1.4491689575143862,-3.96395359730874,0.00014530272165
