y_mm,z_mm,r,n_y,n_z,start_x_mm,start_y_mm,start_z_mm
-2.9472568459962925,-4.974818119875355,0.0001452586439,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.8971655161862624,-4.974814976073771,0.00014560013369,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.8467006189767265,-4.974811919254838,0.00014691702381,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.795760837502827,-4.974811509193763,0.00014919850219,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.745207597926963,-4.974817250048832,0.00014760934573,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.6947849464900466,-4.9748097695407125,0.00014743724023,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.6442709953568704,-4.974811931680933,0.00014576510875,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.5941535026152724,-4.974811993811397,0.00014586720499,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.544162495503873,-4.9748154855435915,0.00014905075659,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.4933604626826598,-4.974805880173534,0.00014906427532,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.441839974870538,-4.974815324004383,0.00015021822765,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.3902041386068813,-4.974812180202796,0.0001473534503,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.338829730308772,-4.974812801507456,0.00014868735161,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.287374391845726,-4.974811496767671,0.00014682050096,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.2351499840046802,-4.974811794993907,0.00014583287702,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.1830350099553177,-4.974814106247245,0.00014532495697,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.130869849387873,-4.974813721038355,0.00014799009659,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.0789729123526173,-4.974813323403372,0.00014877720969,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-2.0269785470267454,-4.974813820447101,0.00014980565174,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.9746945017962356,-4.974812726950898,0.00014447594003,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.922033428460989,-4.97481574649155,0.00014548729814,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.8690424429497148,-4.974811857124374,0.00014355925668,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.8149962443673329,-4.974812851211833,0.00014462685795,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.7610559559494872,-4.974811173689246,0.00014390845899,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.7071556984529086,-4.974810875463008,0.00014512837515,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.6535931932027594,-4.97480971983634,0.00014462784748,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.599958931802637,-4.974809061253398,0.00014490794274,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.5460865612980519,-4.974810875463008,0.00014584681776,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.492387955949347,-4.974809819245085,0.00014362960064,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.4386880166560798,-4.974810192027883,0.00014513429778,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.3847720916030803,-4.974808812731536,0.00013380781456,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.3310008491976155,-4.974809844097272,9.9490025605e-05,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.277159096496061,-4.974810850610821,0.00013977658818,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.2231726485625871,-4.974809061253398,0.00014275878493,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.1690259636846014,-4.974806551182566,0.00014161736181,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.1152616552739871,-4.974809334627451,0.00014284756617,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.0614918852412947,-4.974810291436628,0.00012431964569,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.0078658917805854,-4.9748079429050085,1.9138436275e-15,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.954159748386663,-4.974810788480357,0.00013334404503,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.901345812555146,-4.974809235218702,0.00013812044926,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.8482448395393509,-4.974808775453255,0.00013755021791,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.7955963002492412,-4.974810950019569,0.00013732579828,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.743351342111299,-4.9748060541388375,0.0001370148384,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.6909653885499422,-4.974808576635764,0.00013462858624,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.6380764246289583,-4.974808390244365,0.00013442273485,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.5851774938769004,-4.9748097695407125,0.00013097281044,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.5322690367471627,-4.974809694984153,0.00013046352251,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.4789480006316509,-4.974810390845373,0.00013380339078,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.4263026200215913,-4.9748073713047205,0.00013306179608,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.3744734373026214,-4.97480837781827,0.00012921323651,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.3218424280575678,-4.974810080193043,0.00012933935795,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.268582187094725,-4.974811360080645,0.00012824033911,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.21536665844350267,-4.974808141722499,0.00012820794655,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.16251350967559294,-4.974811434637203,0.00012863606389,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.10973363976795811,-4.974809993210389,0.00012615320156,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.05641437805040117,-4.974809322201356,0.00012654767488,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.11083794451585173,-4.949316769471898,0.00012526840146,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.1645375062776389,-4.949315849940999,0.00012690684525,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.21783123428276152,-4.949316036332398,0.00012552969565,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.2702432249318577,-4.9493150670971255,0.00012424192391,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.3221105886678441,-4.949313986027017,0.00012546555081,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.37451892984596663,-4.949313066496118,0.00013035234588,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.4276717505183533,-4.9493105564252895,0.00012955568673,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.4799843748819026,-4.94931260673067,0.00013124874386,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.5320781190777044,-4.9493115505127445,0.00013237366511,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.5844107651940788,-4.949309860564067,0.00013131322339,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.6369990882131218,-4.949313600818128,0.00013112425222,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.6894572887153755,-4.949310506720914,0.00013203285926,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.7425361887239708,-4.9493076362933826,0.00013453437714,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.7958964377758772,-4.949314793723077,0.00013631783077,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.8491208510012626,-4.9493128676786275,0.00013752614905,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.9030173583518055,-4.9493122090956865,0.00013689171465,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-0.9560667857361916,-4.949311463530094,1.9690858458e-15,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.0090979405969445,-4.949311388973535,9.6099647635e-05,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.062173744847402,-4.949314309105443,0.00013595752534,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
-1.1154223200875117,-4.949313265313612,0.00013650047185,56,22,4.592468220679558,-1.4999928871614436,-4.749984589159324
